TZSAZON_ID,HATKEZD,HATVEGE,NEV
19211,2005-01-31,2005-01-31,VÁROSI KÖNYVTÁR ÉS MÚZEUM
19212,2005-01-31,2005-01-31,ORSZÁGOS BELGYÓGYÁSZATI INTÉZET
19213,2005-01-31,2005-01-31,ORSZÁGOS ÉRSEBÉSZETI INTÉZET
19214,2005-01-31,2005-01-31,ORSZÁGOS FÜL-ORR-GÉGÉSZETI INTÉZET
19215,2005-01-31,2005-01-31,ORSZÁGOS ORTOPÉDIAI INTÉZET
19216,2005-01-31,2005-01-31,ORSZÁGOS PATHOLÓGIAI INTÉZET
19217,2005-01-31,2005-01-31,ORSZÁGOS SZEMÉSZETI INTÉZET
19218,2005-03-31,2005-03-31,ORSZÁGOS BŐR ÉS NEMIKÓRTANI INTÉZET
19219,2005-01-31,2005-01-31,ORSZÁGOS SZÜLÉSZETI ÉS NŐGYÓGYÁSZATI INTÉZET
1922,2007-10-20,2007-12-31,PETŐFI SÁNDOR ÁLTALÁNOS ISKOLA ÉS ÓVODA
1922,2008-01-01,2012-09-30,"""PETŐFI SÁNDOR"" ÁLTALÁNOS ISKOLA ÉS ÓVODA"
1922,2012-10-01,2012-12-31,"NAGYSZEKERES ""PETŐFI SÁNDOR"" ÁLTALÁNOS ISKOLA ÉS ÓVODA"
1922,2013-01-01,3999-12-31,KISSZEKERESI KÖRZETI ÓVODA
19220,2005-01-31,2005-01-31,ORSZÁGOS ANAESTHESIOLÓGIAI  ÉS  INTENZÍV TERÁPIÁS INTÉZET
19221,2005-01-31,2005-01-31,ORSZÁGOS LABORATÓRIUMI INTÉZET
19222,2005-01-31,2005-01-31,ORSZÁGOS SEBÉSZETI INTÉZET
19223,2005-01-31,2005-01-31,ORSZÁGOS UROLÓGIAI INTÉZET
19224,2005-01-01,2005-01-01,BUDAPEST FŐVÁROS  ÖNKORMÁNYZAT  UTÓGONDOZÓ OTTHONA
19225,2005-01-01,2005-01-01,HEGYVIDÉKI LAPKIADÓ
19226,2005-01-12,2005-01-12,MÜVELŐDÉSI HÁZ ÉS KÖNYVTÁR
19227,2005-01-01,2005-01-01,SZENTLŐRINCI KISTÉRSÉG TÖBBCÉLÚ ÖNKORMÁNYZATI TÁRSULÁS
19228,2005-01-18,2005-01-18,KÖZSÉGI KÖNYVTÁR
19229,2005-01-01,2005-01-01,SZIVÁRVÁNY GYERMEKHÁZ
1923,2007-10-20,2011-12-31,SZABOLCS-SZATMÁR-BEREG MEGYEI ÖNKORMÁNYZAT ÁPOLÓ-GONDOZÓ OTTHONA TIBORSZÁLLÁS
1923,2012-01-01,3999-12-31,SZABOLCS-SZATMÁR-BEREG MEGYEI ÁPOLÓ-GONDOZÓ OTTHON TIBORSZÁLLÁS
19230,2004-12-31,2004-12-31,"BKM-I ÖNK. CSILLAGVIZSGÁLO INTÉZETE, A PÉCSI TUD.EGYETEM FIZIKAI INTÉZETÉNEK CSILL. KÜLSÖ TANSZÉKE"
19231,2004-12-31,2004-12-31,CSALÁDSEGITŐ ÉS GYERMEKJÓLÉTI SZOLGÁLAT
19232,2004-12-31,2004-12-31,TIZSACSERMELY KÖZSÉGI ÓVODA
19233,2004-12-31,2004-12-31,BIHARI ÖNKORMÁNYZATOK TÖBBCÉLU KISTÉRSÉGI TÁRSULÁSA
19234,2004-12-31,2004-12-31,HAJDÚSZOBOSZLÓI KISTÉRSÉGI TÖBBCÉLÚ TÁRSULÁS
19235,2004-12-01,2004-12-01,BALMAZUJVÁROSI KISTÉRSÉG TÖBBCÉLU TÁRSULÁSA
19236,2004-12-13,2004-12-13,HAJDUHADHÁZI TERÜLETFEJLESZTÉSI KISTÉRSÉGI TÁRSULÁS
19237,2004-12-31,2004-12-31,NYIRÁBRÁNY KÖNYVTÁR
19238,2004-12-31,2004-12-31,POLGÁRI KISTÉRSÉG TÖBBCÉLÚ TÁRSULÁSA
19239,2004-12-31,2004-12-31,DERECSKE - LÉTAVÉRTESI KISTÉRSÉG TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁSA
1924,2007-10-20,2007-12-31,JÁSZ-NAGYKUN-SZOLNOK MEGYEI ÖNKORMÁNYZATI HIVATALA
1924,2008-01-01,3999-12-31,JÁSZ-NAGYKUN-SZOLNOK MEGYEI ÖNKORMÁNYZATI HIVATAL
19240,2004-12-31,2004-12-31,"MENTOR"" CSALÁDSEGITÖ ÉS GYERMEKJÓLÉTI SZOLGÁLATA"
19241,2004-11-30,2004-11-30,SÁRRÉTI TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁS
19242,2004-12-09,2004-12-09,INTEGRÁLT SZOCIÁLIS INTÉZMÉNY
19243,2005-01-25,2005-01-25,IDŐSEK KLUBJA
19244,2004-12-10,2004-12-10,ÖREGEK NAPKÖZIOTTHONA
19245,2005-01-01,2005-01-01,MÁTRATERENYE MŰSZAKI-KOMMUNÁLIS ELLÁTÓ ÉS SZOLGÁLTATÓ SZERVEZET
19246,1993-12-31,1993-12-31,NAPKÖZIOTTHONOS ÓVODA
19247,1993-12-31,1993-12-31,IDŐSEK KLUBJA
19248,1993-12-31,1993-12-31,MŰVELŐDÉSI HÁZ
19249,2004-12-31,2004-12-31,GALGAMÁCSA KÖZSÉG NAPKÖZI OTTHONOS ÓVODA
1925,2007-10-20,2007-12-31,JÁSZ-NAGYKUN-SZOLNOK MEGYEI HETÉNYI GÉZA KÓRHÁZ ÉS RENDELŐ INTÉZET SZOLNOK
1925,2008-01-01,2011-12-31,JÁSZ-NAGYKUN-SZOLNOK MEGYEI HETÉNYI GÉZA KÓRHÁZ - RENDELŐINTÉZET SZOLNOK
1925,2012-01-01,3999-12-31,JÁSZ-NAGYKUN-SZOLNOK MEGYEI HETÉNYI GÉZA KÓRHÁZ-RENDELŐINTÉZET
19250,2005-01-07,2005-01-07,DUNAVARSÁNY ÉS TÉRSÉGE ÖNKORMÁNYZATI SZENNYVÍZTÁRSULÁS
19251,2004-12-31,2004-12-31,HÉTSZÍNVIRÁG ÓVODA
19252,2004-12-31,2004-12-31,MESEVÖLGYI ÓVODA
19253,2004-09-01,2004-09-01,ÁLTALÁNOS ISKOLA ÉS NAPKÖZIOTTHONOS ÓVODA KAPOLY
19254,2004-12-31,2004-12-31,ARANYHÍD GONDOZÁSI KÖZPONT
19255,2005-01-01,2005-01-01,ÁLTALÁNOS ISKOLA ÉS ÓVODA
19256,2004-12-31,2004-12-31,KÖZPONTI ÓVODA
19257,2004-12-31,2004-12-31,FELSŐVÁROSI ÓVODA
19258,2004-12-31,2004-12-31,ÚJVÁROSI ÓVODA
19259,2004-12-31,2004-12-31,KŐSZEGFALVI ÓVODA
1926,2007-10-20,2008-08-05,ÚJSZÁSZI IDŐSKORÚAK SZOCIÁLIS OTTHONA
1926,2008-08-06,2010-07-14,IDŐSKORÚAK SZOCIÁLIS OTTHONA ÚJSZÁSZ
1926,2010-07-15,3999-12-31,ZAGYVAPARTI IDŐSEK OTTHONA
19260,2004-12-31,2004-12-31,BÉRI BALOG ÁDÁM ÁLTALÁNOS ISKOLA
19261,2004-12-31,2004-12-31,BUDAKER GUSZTÁV ZENEISKOLA
19262,2004-12-31,2004-12-31,CHERNEL KÁLMÁN VÁROSI KÖNYVTÁR
19263,2004-12-31,2004-12-31,SZOCIÁLIS GONDOZÁSI KÖZPONT
19264,2004-12-31,2004-12-31,KŐSZEGI ÖNKORMÁNYZATI TŰZOLTÓPARANCSNOKSÁG
19265,2004-12-31,2004-12-31,JURISICS -VÁR MŰVELŐDÉSI KÖZPONT ÉS VÁRSZÍNHÁZ
19266,2004-12-31,2004-12-31,BERSEK JÓZSEF ÁLTALÁNOS ISKOLA ÉS KÖSZEG VÁROS NÉPTÁNC ISKOLÁJA
19267,2004-12-31,2004-12-31,AJKAPARK PARKOLÁSI INTÉZMÉNY
19268,2006-10-01,2006-10-01,ROMA KISEBBSÉGI ÖNKORMÁNYZAT
19269,2006-07-31,2006-07-31,EGYESITETT TANUSZODÁK
1927,2007-10-20,2012-12-31,JÁSZBERÉNY VÁROS POLGÁRMESTERI HIVATALA
1927,2013-01-01,3999-12-31,JÁSZBERÉNYI POLGÁRMESTERI HIVATAL
19270,2006-12-31,2006-12-31,IDŐSEK KLUBJA EGYHÁZASKOZÁR
19271,2006-12-31,2006-12-31,IDŐSEK KLUBJA SZÁSZVÁR
19272,2006-12-31,2006-12-31,GYERMEKJÓLÉTI ÉS CSALÁDSEGITŐ SZOLGÁLAT
19273,2006-12-31,2006-12-31,KOMLO VÁROS ÖNKORMÁNYZATA CSALÁDSEGITŐ ÉS GYERMEKJÓLÉTI SZOLGÁLAT
19274,2006-12-31,2006-12-31,KOMLÓ VÁROS ÖNKORMÁNYZATA GONDOZÁSI KÖZPONT
19275,2006-06-30,2006-06-30,ISTVÁNYI FERENC ÁLTALÁNOS ISKOLA ÉS NAPKÖZI OTTHONOS ÓVODA
19276,2006-12-31,2006-12-31,CSALÁDSEGITÖ ÉS GYERMEKJÓLÉTI SZOLGÁLAT
19277,2006-10-01,2006-10-01,VITNYÉD KÖZSÉG CIGÁNY KISEBBSÉGI ÖNKORMÁNYZATA
19278,2006-12-31,2006-12-31,GYERMEKEK HÁZA
19279,2006-12-31,2006-12-31,SZENTIVÁNI ÓVODA
1928,2007-10-20,2010-11-23,EGYESÍTETT SZOCIÁLIS INTÉZMÉNY JÁSZBERÉNY
1928,2010-11-24,3999-12-31,EGYESÍTETT SZOCIÁLIS INTÉZMÉNY
19280,2007-01-01,2007-01-01,MÓRICZ ZSIGMOND ÁLTALÁNOS ISKOLA
19281,2006-12-31,2006-12-31,FELNŐTTEK KÖZÉPISKOLÁJA
19282,2007-01-01,2007-01-01,GYŐRI FESZTIVÁL ÉS RENDEZVÉNYSZERVEZŐ IRODA
19283,2006-12-31,2006-12-31,GYŐR MEGYEI JOGÚ VÁROS KÖZTERÜLET FELÜGYELETE
19284,2007-01-01,2007-01-01,VÁROSÜZEMELTETÉS
19285,2006-12-01,2006-12-01,KULTÚROTTHON ÉS KÖNYVTÁR
19286,2006-12-31,2006-12-31,REMÉNYSUGÁR FOGYATÉKOSOK NAPKÖZI OTTHONA
19287,2006-12-30,2006-12-30,ESÉLY CSALÁDSEGÍTŐ ÉS GYERMEKJÓLÉTI SZOLGÁLAT
19288,2006-12-31,2006-12-31,CSALÁDSEGÍTŐ ÉS GYERMEKJÓLÉTI SZOLGÁLAT
19289,2006-12-31,2006-12-31,MONOR VÁROS CSICSERGŐ ÓVODA
1929,2007-10-20,2013-02-12,KARCAG VÁROSI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATALA
1929,2013-02-13,3999-12-31,KARCAGI POLGÁRMESTERI HIVATAL
19290,2006-12-31,2006-12-31,RADNÓTI MIKLÓS VÁROSI KÖNYVTÁR
19291,2006-12-31,2006-12-31,FONYÓDI ALAPFOKÚ MŰVÉSZÉTI ISKOLA
19292,2006-12-31,2006-12-31,NAGYATÁD VÁROS ÖNKORMÁNYZATÁNAK SZOCIÁLIS SZOLGÁLTATÓ KÖZPONTJA
19293,2006-12-31,2006-12-31,NAGYATÁD VÁROS ÖNKORMÁNYZATA ÁRPÁD UTCAI BÖLCSŐDE
19294,2006-01-01,2006-01-01,CSALÁDSEGÍTŐ ÉS GYERMEKJÓLÉTI SZOLGÁLAT
19295,2006-12-31,2006-12-31,CSEGÖLD KÖZSÉGI ÖNKORMÁNYZAT GONDOZÁSI KÖZPONTJA
19296,2006-10-16,2006-10-16,SZATMÁR I. PROJEKT MÁND ÉS TÉRSÉGE TÉRSÉGFEJLESZTŐ TÁRSULÁS
19297,2006-12-31,2006-12-31,TÖRÖKSZENTMIKLÓS TÉRSÉGE TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁS
19298,2006-12-31,2006-12-31,EGÉSZSÉGÜGYI INTÉZMÉNY
19299,2006-12-31,2006-12-31,IDŐSEK KLUBJA ÉRTÉNY
193,2007-10-20,3999-12-31,MEZŐGAZDASÁGI ÉS VIDÉKFEJLESZTÉSI HIVATAL
1930,2007-10-20,3999-12-31,KÁTAI GÁBOR KÓRHÁZ
19300,2006-10-01,2006-10-01,MÓRÁGY KÖZSÉG CIGÁNY KISEBBSÉGI ÖNKORMÁNYZATA
19301,2006-10-01,2006-10-01,FÁCÁNKERTI CIGÁNY KISEBBSÉGI ÖNKORMÁNYZAT
19302,2006-12-31,2006-12-31,TAMÁSI SZOCIÁLIS ALAPSZOLGÁLTATÁSI KÖZPONT
19303,2006-12-31,2006-12-31,VÁRNAI ZSENI KÖZÖS FENNTARTÁSÚ ZENEISKOLA
19304,2006-12-31,2006-12-31,KÖZÖS FENNTARTÁSÚ ÁLTALÁNOS ISKOLA ÉS ÓVODA
19305,2007-01-01,2007-01-01,SÜNI NAPKÖZIOTTHONOS ÓVODA BERHIDA
19306,2007-01-01,2007-01-01,HÉTSZÍNVIRÁG NAPKÖZIOTTHONOS ÓVODA ÉS BÖLCSÖDE
19307,2007-01-01,2007-01-01,II. RÁKÓCZI FERENC ÁLTALÁNOS ISKOLA
19308,2007-01-01,2007-01-01,ADY ENDRE ÁLTALÁNOS ISKOLA BERHIDA
19309,2007-01-01,2007-01-01,KULTÚRHÁZ
1931,2007-10-20,2012-08-31,KISÚJSZÁLLÁS VÁROSI ÖNKORMÁNYZATÁNAK POLGÁRMESTERI HIVATALA
1931,2012-09-01,3999-12-31,KISÚJSZÁLLÁSI POLGÁRMESTERI HIVATAL
19310,2007-01-01,2007-01-01,PETÖFI MŰVELÖDÉSI HÁZ
19311,2007-01-01,2007-01-01,KÖZKÖNYVTÁR
19312,2007-01-01,2007-01-01,CSALÁDSEGITŐ KÖZPONT
19313,2007-01-01,2007-01-01,ALAPFOKÚ MŰVÉSZETI ISKOLA
19314,2006-10-31,2006-10-31,NAGYKANIZSA MEGYEI JOGÚ VÁROS ÖNKORMÁNYZATA KÖZTERÜLET FELÜGYELETE
19315,2006-12-31,2006-12-31,KÖZPONTI KÖZLEKEDÉSI FELÜGYELET
19316,2006-12-31,2006-12-31,KÖRNYEZETVÉDELMI ÉS VÍZÜGYI MINISZTÉRIUM FEJLESZTÉSI IGAZGATÓSÁG
19317,2006-12-31,2006-12-31,"SEMMELWEIS ORVOSTÖRTÉNETI MÚZEUM, KÖNYVTÁR ÉS LEVÉLTÁR"
19318,2006-09-30,2006-09-30,JÓZSEFVÁROSI ÖNKORMÁNYZAT HORVÁT KISEBBSÉGI ÖNKORMÁNYZAT
19319,2006-08-31,2006-08-31,ÁLTALÁNOS ISKOLA HANGÁCS
1932,2007-10-20,2012-04-17,POLGÁRMESTERI HIVATAL MEZÖTUR
1932,2012-04-18,2012-12-31,POLGÁRMESTERI HIVATAL MEZŐTÚR
1932,2013-01-01,3999-12-31,MEZŐTÚRI KÖZÖS ÖNKORMÁNYZATI HIVATAL
19320,2006-01-01,2006-01-01,ADONY VÁROS ÖNKORMÁNYZAT GONDOZÁSI KÖZPONT
19321,2006-08-31,2006-08-31,GRÓF ZICHY JÁNOS ÁLTALÁNOS ISKOLA ÉS MŰVÉSZETI ALAPISKOLA
19322,2006-08-31,2006-08-31,MESEVÁR ÓVODA
19323,2006-10-01,2006-10-01,SOPRON MEGYEI JOGÚ VÁROS GÖRÖG KISEBBSÉGI ÖNKORMÁNYZATA
19324,2006-08-31,2006-08-31,NAPKÖZIOTTHONOS ÓVODA HÖVEJ
19325,2006-08-30,2006-08-30,TÁRKÁNY KÖZSÉG KÉPVISELŐ-TESTÜLETE ÁLTALÁNOS ISKOLA
19326,2006-08-30,2006-08-30,TÁRKÁNY KÖZSÉG KÉPVISELŐ-TESTÜLETE NAPKÖZIOTTHONOS ÓVODA
19327,2006-11-16,2006-11-16,8 OSZTÁLYOS ÁLTALÁNOS ISKOLA
19328,2006-08-30,2006-08-30,IPOLYDAMÁSD KÖZSÉG NAPKÖZIOTTHONOS ÓVODA
19329,2006-11-03,2006-11-03,ÁLTALÁNOS ISKOLA ÉS NAPKÖZIOTTHONOS ÓVODA
1933,2007-10-20,2010-02-14,SZOLNOK MEGYE JOGU VAROS POLGARMESTERI HIVATALA
1933,2010-02-15,3999-12-31,SZOLNOK MEGYEI JOGÚ VÁROS POLGÁRMESTERI HIVATALA
19330,2006-10-31,2006-10-31,VÁROSI KÖNYVTÁR
19331,2006-11-10,2006-11-10,BELEG KÖZSÉG ÖNKORMÁNYZATÁNAK ÓVODÁJA
19332,2006-09-30,2006-09-30,CIGÁNY KISEBBSÉGI ÖNKORMÁNYZAT ÖCSÖD
19333,2006-10-01,2006-10-01,CIGÁNY KISEBBSÉGI ÖNKORMÁNYZAT BAGOD
19334,2006-10-01,2006-10-01,CIGÁNY KISEBBSÉGI ÖNKORMÁNYZAT SZENTLISZLÓ
19335,2006-08-31,2006-08-31,NAPKÖZIOTTHONOS ÓVODA ALSÓNEMESAPÁTI
19336,2006-08-31,2006-08-31,NAPKÖZIOTTHONOS ÓVODA NEMESAPÁTI
19337,2006-08-31,2006-08-31,ÖNKORMÁNYZATI ÓVODA MAJS
19338,2006-08-28,2006-08-28,LIGETI ÁLTALÁNOS ISKOLA
19339,2006-08-31,2006-08-31,MORA FERENC ÁLTALÁNOS MÜVELÖDÉSI KÖZPONT
1934,2007-10-20,2007-12-31,SZOLNOK MEGYEI JOGU VÁROS ÖNKORMÁNYZATA BÖLCSÖDEI IGAZGATOSÁGA
1934,2008-01-01,3999-12-31,SZOLNOK MEGYEI JOGU VÁROS ÖNKORMÁNYZATA EGÉSZSÉGÜGYI ÉS BÖLCSÖDEI IGAZGATOSÁGA
19340,2006-08-15,2006-08-15,BECSEI TÖTTÖS ÁLTALÁNOS ISKOLA
19341,2006-08-15,2006-08-15,NAPKÖZIOTTHONOS OVODA BÁTMONOSTOR
19342,2006-08-31,2006-08-31,KATYMÁRI ÁLTALÁNOS MÜVELÖDÉSI KÖZPONT
19343,2006-08-31,2006-08-31,"ÁLTALÁNOS ISKOLA, OVODA ÉS KÖNYVTÁR TATAHÁZA"
19344,2006-08-31,2006-08-31,MOHOLY NAGY LÁSZLO ÁLTALÁNOS ISKOLA BÁCSBORSOD
19345,2006-08-31,2006-08-31,KÖZSÉGI OVODA BÁCSBORSOD
19346,2006-09-30,2006-09-30,DULÓ GYÖRGY MŰVELŐDÉSI HÁZ
19347,2006-08-31,2006-08-31,"MÁLYINKA,  ÁLTALÁNOS ISKOLA"
19348,2006-08-30,2006-08-30,II. RÁKÓCZI FERENC ÁLTALÁNOS ISKOLA KORONCÓ
19349,2006-08-30,2006-08-30,KORONCÓI TULIPÁNOS ÓVODA
1935,2007-10-20,2009-06-30,RÁKÓCZIFALVA NAGYKÖZSÉG POLGÁRMESTERI HIVATALA
1935,2009-07-01,2012-12-31,RÁKÓCZIFALVA VÁROS POLGÁRMESTERI HIVATALA
1935,2013-01-01,3999-12-31,RÁKÓCZIFALVAI KÖZÖS ÖNKORMÁNYZATI HIVATAL
19350,2003-12-31,2003-12-31,KOMÁROM-ESZTERGOM MEGYEI ÖNKORMÁNYZAT KÖZMŰVELŐDÉSI SZOLGÁLTATÓ IRODÁJA
19351,2006-01-31,2006-01-31,GONDOZÁSI KÖZPONT NAGYSÁP
19352,2006-07-31,2006-07-31,PERCZEL MÓR ÁLTALÁNOS MŰVELŐDÉSI KÖZPONT
19353,2006-08-31,2006-08-31,NAPKÖZI OTTHONOS ÓVODA
19354,2006-10-01,2006-10-01,"SOMOGYSZOB, BOLHÁS KÖZOKTATÁSI INTÉZMÉNYFENNTARTÓ TÁRSULÁSA"
19355,2006-10-01,2006-10-01,SZEKSZÁRD HELYI CIGÁNY KISEBBSÉGI ÖNKORMÁNYZAT
19356,2006-10-01,2006-10-01,SZEKSZÁRD VÁROS SZLOVÁK KISEBBSÉGI ÖNKORMÁNYZAT
19357,2006-10-01,2006-10-01,SZEKSZÁRDI HORVÁT KISEBBSÉGI ÖNKORMÁNYZAT
19358,2006-10-01,2006-10-01,SZEKSZÁRDI GÖRÖG KISEBBSÉGI ÖNKORMÁNYZAT
19359,2006-08-31,2006-08-31,DR. SZALAI MIKLÓS ÁLTALÁNOS ISKOLA ÉS HÁRSFA ÓVODA
1936,2007-10-20,2009-06-30,SZAJOL KÖZSÉG ÖNKORMÁNYZATA POLGÁRMESTERI HIVATALA
1936,2009-07-01,2013-03-05,SZAJOL KÖZSÉG POLGÁRMESTERI HIVATALA
1936,2013-03-06,3999-12-31,SZAJOLI POLGÁRMESTERI HIVATAL
19360,2006-10-01,2006-10-01,ZALAEGERSZEGI ÖRMÉNY KISEBBSÉGI ÖNKORMÁNYZAT
19361,2006-10-01,2006-10-01,CIGÁNY KISEBBSÉGI ÖNKORMÁNYZAT
19362,2006-10-01,2006-10-01,CIGÁNY KISEBBSÉGI ÖNKORMÁNYZAT
19363,2006-06-30,2006-06-30,HORVÁT ÓVODA KÁSÁD
19364,2006-08-31,2006-08-31,KÖZSÉGI ÖNKORMÁNYZAT ÓVODÁJA NEMESKE
19365,2006-08-31,2006-08-31,KÖZSÉGI ÓVODA
19366,2006-08-16,2006-08-16,FORRÁS ÁLTALÁNOS ISKOLA OVODA ÉS KÖNYVTÁR DÁVOD
19367,2006-08-25,2006-08-25,HELVÉCIA WÉBER EDE KÖZPONTI ÁLTALÁNOS ISKOLA ÉS OVODA
19368,2006-08-25,2006-08-25,HELVÉCIA FEKETEERDÖI ÁLTALÁNOS ISKOLA ÉS LAKOTELEPI OVODA
19369,2006-08-31,2006-08-31,VÁROSI CSALÁDSEGITŐ KÖZPONT
1937,2007-10-20,2012-12-31,TÓSZEG POLGÁRMESTERI HIVATAL
1937,2013-01-01,3999-12-31,TÓSZEGI POLGÁRMESTERI HIVATAL
19370,2006-08-31,2006-08-31,NAPKÖZI OTTHONOS ÓVODA
19371,2006-08-31,2006-08-31,GÁRDONYI GÉZA ÁLTALÁNOS ISKOLA SZUHAKÁLLÓ
19372,2006-08-31,2006-08-31,NAPKÖZI OTTHONOS ÓVODA SAJÓIVÁNKA
19373,2006-08-31,2006-08-31,NAPKÖZI OTTHONOS ÓVODA
19374,2006-08-31,2006-08-31,ÁLTALÁNOS ISKOLA ÉS ÓVODA ÚJKÉR-RÉPCESZEMERE
19375,2006-08-31,2006-08-31,ÁLTALÁNOS ISKOLA GYŐRSÁG
19376,2006-08-31,2006-08-31,ÖNKORMÁNYZATI ÁLTALÁNOS ISKOLA ÉS NAPKÖZIOTTHONOS ÓVODA ACSALAG
19377,2006-08-31,2006-08-31,NAPKÖZI OTTHONOS ÓVODA CSAPOD
19378,2006-08-31,2006-08-31,ÁLTALÁNOS ISKOLA DUNASZENTPÁL
19379,2006-08-31,2006-08-31,SIMONYI KÁROLY ÁLTALÁNOS ISKOLA EGYHÁZASFALU
1938,2007-10-20,2012-12-31,TÖRÖKSZENTMIKLÓS VÁROS POLGÁRMESTERI HIVATALA
1938,2013-01-01,3999-12-31,TÖRÖKSZENTMIKLÓSI POLGÁRMESTERI HIVATAL
19380,2006-08-31,2006-08-31,NAPKÖZIOTTHONOS ÓVODA EGYHÁZASFALU
19381,2006-08-31,2006-08-31,NAPKÖZI OTTHONOS ÓVODA ÉCS
19382,2006-08-31,2006-08-31,PETÖFI SÁNDOR ÁLTALÁNOS ISKOLA ÉCS
19383,2006-08-31,2006-08-31,NAPKÖZIOTTHONOS ÓVODA HIMOD
19384,2006-08-31,2006-08-31,NAPKÖZIOTTHONOS ÓVODA BÜKKSZÉK
19385,2006-03-30,2006-03-30,HÁZIORVOSI SZOLGÁLAT
19386,2006-03-30,2006-03-30,JÓZSEF ATTILA KÖZSÉGI KLUBKÖNYVTÁR
19387,2006-08-31,2006-08-31,ÁLTALÁNOS ISKOLA VÁRASZÓ
19388,2006-08-31,2006-08-31,KÖZSÉGI ÁLTALÁNOS ISKOLA FEDÉMES
19389,2006-08-31,2006-08-31,KÖZSÉGI ÁLTALÁNOS ISKOLA SZENTDOMONKOS
1939,2007-10-20,3999-12-31,TISZAPÜSPÖKI POLGÁRMESTERI HIVATAL
19390,2006-08-31,2006-08-31,"BOJÓTI SIMON KÖZTERÜLET-FELÜGYELET, ESZTERGOM"
19391,2006-08-31,2006-08-31,MESEVÁR NAPKÖZI OTTHONOS ÓVODA
19392,2006-08-31,2006-08-31,FECSKEFÉSZEK NAPKÖZIOTTHONOS ÓVODA
19393,2006-06-30,2006-06-30,VÉRTESSOMLÓI ÁLTALÁNOS ISKOLA
19394,2006-06-30,2006-06-30,NÉMET NEMZETISÉGI ÓVODA
19395,2006-08-31,2006-08-31,ARANY JÁNOS ÁLTALÁNOS ISKOLA
19396,2006-08-31,2006-08-31,NAPKÖZI OTTHONOS ÓVODA
19397,2006-08-31,2006-08-31,GÁRDONYI GÉZA ÁLTALÁNOS ISKOLA
19398,2006-08-31,2006-08-31,NAPKÖZIOTTHONOS OVODA TOKODALTÁRO
19399,2006-08-31,2006-08-31,MIKSZÁTH KÁLMÁN ÁLTALÁNOS ISKOLA
194,2007-10-20,3999-12-31,MAGYAR KERESKEDELMI ENGEDÉLYEZÉSI HIVATAL
1940,2007-10-20,2013-01-31,TÚRKEVE VÁROS KÉPVISELŐTESTÜLETÉNEK POLGÁRMESTERI HIVATALA
1940,2013-02-01,3999-12-31,TÚRKEVEI KÖZÖS ÖNKORMÁNYZATI HIVATAL
19400,2006-08-31,2006-08-31,KIKELET ÓVODA
19401,2002-08-31,2002-08-31,NAPKÖZI OTTHONOS ÓVODA
19402,2006-08-31,2006-08-31,ÁLTALÁNOS ISKOLA ÉS ÓVODA
19403,2006-08-31,2006-08-31,ALSÓTAGOZATOS ÁLTALÁNOS ISKOLA
19404,2006-08-31,2006-08-31,NAPKÖZIOTTHONOS ÓVODA
19405,2006-08-31,2006-08-31,ÁLTALÁNOS ISKOLA
19406,2006-08-31,2006-08-31,ÁLTALÁNOS ISKOLA ÉS ÓVODA
19407,2006-08-31,2006-08-31,ÁLTALÁNOS ISKOLA NAPKÖZIOTTHONOS ÓVODA ÉS KÖZSÉGI KÖNYVTÁR
19408,2006-08-25,2006-08-25,BERKENYEI WILHELM HAUFF ÁLTALÁNOS ISKOLA ÉS NAPKÖZIOTTHONOS ÓVODA
19409,2006-09-01,2006-09-01,CSALÁDSEGITŐ KÖZPONT
1941,2007-10-20,2012-12-31,ALATTYÁN KÖZSÉGI ÖNKORMÁNYZAT POLGÁRMESTERI HIVATAL
1941,2013-01-01,3999-12-31,ALATTYÁNI POLGÁRMESTERI HIVATAL
19410,2006-09-15,2006-09-15,RAMOCSAHÁZI GYERMEKJÓLÉTI SZOLGÁLAT
19411,2006-08-31,2006-08-31,"PETŐFI SÁNDOR ÁLTALÁNOS ISKOLA, NAPKÖZIOTTHONOS ÓVODA ÉS KÖZSÉGI KÖNYVTÁR"
19412,2006-08-31,2006-08-31,SZÁLLÁST BIZTOSÍTÓ IDŐSEK KLUBJA
19413,2006-08-31,2006-08-31,TÜNDÉRKERT NAPKÖZI OTTHONOS ÓVODA
19414,2006-08-31,2006-08-31,ÖNKORMÁNYZATI NAPKÖZIOTTHONOS ÓVODA
19415,2006-08-20,2006-08-20,ÁLTALÁNOS ISKOLA ÉS KÖNYVTÁR
19416,2006-08-31,2006-08-31,NAPKÖZIOTTHONOS ÓVODA
19417,2006-08-31,2006-08-31,NAPKÖZIOTTHONOS ÓVODA PÁPASALAMON
19418,2006-08-31,2006-08-31,NAPKÖZIOTTHONOS ÓVODA BAKONYSZENTIVÁN
19419,2006-09-01,2006-09-01,SIMON ISTVÁN VÁROSI KÖNYVTÁR
1942,2007-10-20,2009-06-30,JÁNOSHIDA KÖZSÉGI POLGÁRMESTERI HIVATAL
1942,2009-07-01,2013-07-28,JÁNOSHIDA KÖZSÉG ÖNKORMÁNYZATÁNAK POLGÁRMESTERI HIVATALA
