TZSAZON_ID,HATKEZD,HATVEGE,NEV,PIR,REGI_PIR
10797,2013-04-01,3999-12-31,JÓZSEF ATTILA GIMNÁZIUM,359331,
10797,2013-01-01,3999-12-31,SÁNDORFALVI TÉRSÉGI ALAPFOKÚ MŰVÉSZETI ISKOLA,359364,
10797,2013-04-01,3999-12-31,"FEJÉR MEGYEI PÁPAY ÁGOSTON ÁLTALÁNOS ISKOLA, KÉSZSÉGFEJLESZTŐ SPECIÁLIS SZAKISKOLA ÉS DIÁKOTTHON",360133,
10797,2013-04-01,3999-12-31,"FEJÉR MEGYEI ÓVODA, ÁLTALÁNOS ISKOLA, SPECIÁLIS SZAKISKOLA, DIÁKOTTHON ÉS GYERMEKOTTHON",360144,
10797,2013-04-01,3999-12-31,FEJÉR MEGYEI EÖTVÖS JÓZSEF SZAKKÉPZŐ ISKOLA ÉS KOLLÉGIUM,360209,
10797,2013-04-01,3999-12-31,"FEJÉR MEGYEI DR. ENTZ FERENC MEZŐGAZDASÁGI, KERESKEDELMI ÉS VENDÉGLÁTÓIPARI SZAKKÉPZŐ ISKOLA ÉS KOLLÉGIUM",360221,
10797,2013-04-01,3999-12-31,FEJÉR MEGYEI PETŐFI SÁNDOR GIMNÁZIUM ÉS SZAKKÖZÉPISKOLA,360265,
10797,2013-01-01,3999-12-31,VASVÁRI PÁL GIMNÁZIUM,360287,
10797,2013-01-01,3999-12-31,GRÓF SZÉCHENYI ISTVÁN MŰSZAKI SZAKKÖZÉPISKOLA,360308,
10797,2013-01-01,3999-12-31,"RUDAS KÖZGAZDASÁGI SZAKKÖZÉPISKOLA, SZAKISKOLA ÉS KOLLÉGIUM",360320,
10797,2013-01-01,3999-12-31,"ARANY JÁNOS ÁLTALÁNOS ISKOLA, SPECIÁLIS SZAKISKOLA ÉS EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY",360825,
10797,2013-01-01,3999-12-31,KOSSUTH LAJOS ÁLTALÁNOS ISKOLA,360836,
10797,2013-01-01,3999-12-31,SZÉNA TÉRI ÁLTALÁNOS ISKOLA,360847,
10797,2013-01-01,3999-12-31,TÓVÁROSI ÁLTALÁNOS ISKOLA,360858,
10797,2013-01-01,3999-12-31,NÉMETH LÁSZLÓ ÁLTALÁNOS ISKOLA,360869,
10797,2013-01-01,3999-12-31,II. RÁKÓCZI FERENC MAGYAR-ANGOL KÉT TANÍTÁSI NYELVŰ ÁLTALÁNOS ISKOLA,360881,
10797,2013-01-01,3999-12-31,MUNKÁCSY MIHÁLY ÁLTALÁNOS ISKOLA,360892,
10797,2013-01-01,3999-12-31,TÁNCSICS MIHÁLY ÁLTALÁNOS ISKOLA,360902,
10797,2013-01-01,3999-12-31,FELSŐVÁROSI ÁLTALÁNOS ISKOLA OBERSTÄDTISCHE GRUNDSCHULE,360913,
10797,2013-01-01,3999-12-31,VASVÁRI PÁL ÁLTALÁNOS ISKOLA,360924,
10797,2013-01-01,3999-12-31,VÍZIVÁROSI ÁLTALÁNOS ISKOLA,360935,
10797,2013-01-01,3999-12-31,VÖRÖSMARTY MIHÁLY ÁLTALÁNOS ISKOLA,360946,
10797,2013-01-01,3999-12-31,ZENTAI ÚTI ÁLTALÁNOS ISKOLA,360968,
10797,2013-01-01,3999-12-31,"KODÁLY ZOLTÁN ÁLTALÁNOS ISKOLA, GIMNÁZIUM ÉS ALAPFOKÚ MŰVÉSZETI ISKOLA",360979,
10797,2013-01-01,3999-12-31,HERMANN LÁSZLÓ ZENEMŰVÉSZETI SZAKKÖZÉPISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,360991,
10797,2013-01-01,3999-12-31,TELEKI BLANKA GIMNÁZIUM ÉS ÁLTALÁNOS ISKOLA,361008,
10797,2013-01-01,3999-12-31,BELVÁROSI I. ISTVÁN KÖZÉPISKOLA,361020,
10797,2013-01-01,3999-12-31,ÁRPÁD SZAKKÉPZŐ ISKOLA ÉS KOLLÉGIUM,361031,
10797,2013-01-01,3999-12-31,VÖRÖSMARTY MIHÁLY IPARI SZAKKÉPZŐ ISKOLA,361042,
10797,2013-01-01,3999-12-31,VÁCI MIHÁLY IPARI SZAKKÉPZŐ ISKOLA ÉS KOLLÉGIUM,361053,
10797,2013-01-01,3999-12-31,PETŐFI SÁNDOR ÁLTALÁNOS ISKOLA,361240,
10797,2013-01-01,3999-12-31,VASVÁRI PÁL ÁLTALÁNOS ISKOLA,361262,
10797,2013-01-01,3999-12-31,DÓZSA GYÖRGY ÁLTALÁNOS ISKOLA,361273,
10797,2013-01-01,3999-12-31,"SÁNDOR FRIGYES ZENEISKOLA, ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY",361284,
10797,2013-01-01,3999-12-31,SZÉCHENYI ISTVÁN GIMNÁZIUM,361295,
10797,2013-01-01,3999-12-31,BÁNKI DONÁT GIMNÁZIUM ÉS SZAKKÖZÉPISKOLA,361305,
10797,2013-01-01,3999-12-31,ROSTI PÁL GIMNÁZIUM ÁLTALÁNOS ÉS SZAKKÉPZŐ ISKOLA,361316,
10797,2013-01-01,3999-12-31,DUNAFERR SZAKKÖZÉP- ÉS SZAKISKOLA,361327,
10797,2013-01-01,3999-12-31,"HILD JÓZSEF SZAKKÖZÉPISKOLA, SZAKISKOLA, SPECIÁLIS SZAKISKOLA ÉS KOLLÉGIUM",361338,
10797,2013-01-01,3999-12-31,GESZTENYEFASORI ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,362522,
10797,2013-01-01,3999-12-31,SZÉCHENYI ISTVÁN ÁLTALÁNOS- ÉS ZENEISKOLA ÉS DOLGOZÓK GIMNÁZIUMA,363013,
10797,2013-01-01,3999-12-31,ARANY JÁNOS ÁLTALÁNOS ISKOLA,363738,
10797,2013-01-01,3999-12-31,HÉTVEZÉR ÁLTALÁNOS ISKOLA,363749,
10797,2013-01-01,3999-12-31,TOLNAI UTCAI ÁLTALÁNOS ISKOLA,363794,
10797,2013-01-01,3999-12-31,DR. ZIMMERMANN ÁGOSTON ÁLTALÁNOS ISKOLA,363815,
10797,2013-01-01,3999-12-31,ISTVÁN KIRÁLY ÁLTALÁNOS ISKOLA,363970,
10797,2013-01-01,3999-12-31,"LORÁNTFFY ZSUZSANNA SZAKKÖZÉPISKOLA, SZAKISKOLA ÉS KOLLÉGIUM",364032,
10797,2013-01-01,3999-12-31,CSANÁDI IMRE ÁLTALÁNOS ISKOLA,364043,
10797,2013-01-01,3999-12-31,ZICHY JENŐ ÁLTALÁNOS ISKOLA,364098,
10797,2013-01-01,3999-12-31,"MÓRA FERENC ÁLTALÁNOS ISKOLA, EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY, LOGOPÉDIAI INTÉZET ÉS NEVELÉSI TANÁCSADÓ INTÉZET",364142,
10797,2013-01-01,3999-12-31,MÓRICZ ZSIGMOND ÁLTALÁNOS ISKOLA,364153,
10797,2013-01-01,3999-12-31,JÓZSEF ATTILA KÖZÉPISKOLAI KOLLÉGIUM,364175,
10797,2013-01-01,3999-12-31,TÓPARTI GIMNÁZIUM ÉS MŰVÉSZETI SZAKKÖZÉPISKOLA,364186,
10797,2013-01-01,3999-12-31,"EZREDÉVES KÉSZSÉGFEJLESZTŐ ÓVODA, ÁLTALÁNOS ISKOLA ÉS SPECIÁLIS SZAKISKOLA",364339,
10797,2013-01-01,3999-12-31,DEÁK FERENC KERESKEDELMI ÉS VENDÉGLÁTÓIPARI SZAKKÉPZÖ ISKOLA,364625,
10797,2013-01-01,3999-12-31,NEMES NAGY ÁGNES KOLLÉGIUM,364636,
10797,2013-01-01,3999-12-31,PETŐFI SÁNDOR ÁLTALÁNOS ISKOLA,364812,
10797,2013-04-01,3999-12-31,FEJÉR MEGYEI TÁNCSICS MIHÁLY GIMNÁZIUM,364845,
10797,2013-04-01,3999-12-31,FEJÉR MEGYEI PERCZEL MÓR SZAKKÉPZŐ ISKOLA ÉS KOLLÉGIUM,364856,
10797,2013-04-01,3999-12-31,FEJÉR MEGYEI PRELÚDIUM ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,365127,
10797,2013-01-01,3999-12-31,EÖTVÖS KÁROLY ÁLTALÁNOS ISKOLA,365271,
10797,2013-04-01,3999-12-31,FEJÉR MEGYEI JÓZSEF ATTILA ÁLTALÁNOS ISKOLA ÉS SPECIÁLIS SZAKISKOLA,365468,
10797,2013-04-01,3999-12-31,FEJÉR MEGYEI GÁRDONYI GÉZA ÁLTALÁNOS ISKOLA ÉS SPECIÁLIS SZAKISKOLA,365479,
10797,2013-04-01,3999-12-31,"FEJÉR MEGYEI KOSSUTH ZSUZSANNA ÁLTALÁNOS ISKOLA, SPECIÁLIS SZAKISKOLA ÉS EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY",365480,
10797,2013-04-01,3999-12-31,FEJÉR MEGYEI VAJDA JÁNOS GIMNÁZIUM ÉS SZAKKÖZÉPISKOLA,365512,
10797,2013-01-01,3999-12-31,SZENT ISTVÁN ÁLTALÁNOS ISKOLA,365556,
10797,2013-04-01,3999-12-31,"FEJÉR MEGYEI SZABOLCS VEZÉR GIMNÁZIUM, SZAKKÖZÉPISKOLA ÉS KOLLÉGIUM",365666,
10797,2013-04-01,3999-12-31,"FEJÉR MEGYEI TANULÁSI KÉPESSÉGET VIZSGÁLÓ SZAKÉRTŐI ÉS REHABILITÁCIÓS BIZOTTSÁG, NEVELÉSI TANÁCSADÓ ÉS EGYSÉGES PEDAGÓGIAI SZAKSZOLGÁLAT",365853,
10797,2013-01-01,3999-12-31,GRÓF ESTERHÁZY MÓRIC ÁLTALÁNOS ISKOLA,365929,
10797,2013-04-01,3999-12-31,"BÁRCZI GUSZTÁV ÓVODA, ÁLTALÁNOS ISKOLA, KÉSZSÉGFEJLESZTŐ SPECIÁLIS SZAKISKOLA, KOLLÉGIUM ÉS KÜLÖNLEGES GYERMEKOTTHON",366092,
10797,2013-04-01,3999-12-31,"DOBORJÁNI FERENC EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY, ÓVODA, FEJLESZTŐ ISKOLA, ÁLTALÁNOS ISKOLA, SPECIÁLIS SZAKISKOLA, KÉSZSÉGFEJLESZTŐ SPECIÁLIS SZAKISKOLA, KOLLÉGIUM ÉS PEDAGÓGIAI SZAKSZOLGÁLAT",366102,
10797,2013-04-01,3999-12-31,"TÓTH ANTAL EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY, ÓVODA, ÁLTALÁNOS ISKOLA, SPECIÁLIS SZAKISKOLA, KOLLÉGIUM ÉS PEDAGÓGIAI SZAKSZOLGÁLAT",366157,
10797,2013-04-01,3999-12-31,GYŐR-MOSON-SOPRON MEGYEI PEDAGÓGIAI INTÉZET,366191,
10797,2013-01-01,3999-12-31,FELSÖBÜKI NAGY PÁL GIMNÁZIUM,367341,
10797,2013-01-01,3999-12-31,BERG GUSZTÁV SZAKISKOLA,367352,
10797,2013-01-01,3999-12-31,HUNYADI MÁTYÁS SZAKKÉPZŐ ÉS SZAKKÖZÉPISKOLA,367648,
10797,2013-01-01,3999-12-31,KOSSUTH LAJOS GIMNÁZIUM,367659,
10797,2013-01-01,3999-12-31,HANDLER NÁNDOR SZAKKÉPZŐ ISKOLA,367923,
10797,2013-01-01,3999-12-31,"SOPRONI IDEGENFORGALMI, KERESKEDELMI, VENDÉGLÁTÓ SZAKKÉPZŐ ISKOLA ÉS KOLLÉGIUM",367934,
10797,2013-01-01,3999-12-31,"FÁY ANDRÁS KÖZGAZDASÁGI, ÜZLETI ÉS POSTAI SZAKKÖZÉPISKOLA",367945,
10797,2013-01-01,3999-12-31,SZÉCHENYI ISTVÁN GIMNÁZIUM,367967,
10797,2013-01-01,3999-12-31,"CSUKÁS ZOLTÁN MEZŐGAZDASÁGI SZAKKÖZÉPISKOLA, SZAKISKOLA ÉS KOLLÉGIUM",369707,
10797,2013-01-01,3999-12-31,VAS- ÉS VILLAMOSIPARI SZAKKÉPZŐ ISKOLA ÉS GIMNÁZIUM,369806,
10797,2013-01-01,3999-12-31,KOSSUTH LAJOS SZAKISKOLA,369938,
10797,2013-04-01,3999-12-31,"ARANY JÁNOS EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY, ÓVODA, ÁLTALÁNOS ISKOLA, SPECIÁLIS SZAKISKOLA, PEDAGÓGIAI SZAKSZOLGÁLAT ÉS NEVELÉSI TANÁCSADÓ",369972,
10797,2013-01-01,3999-12-31,KAPUVÁR TÉRSÉGI ÁLTALÁNOS ISKOLA ÉS PEDAGÓGIAI SZAKSZOLGÁLAT,370026,
10797,2013-01-01,3999-12-31,"BOLYAI JÁNOS ÁLTALÁNOS ISKOLA, INFORMATIKAI ÉS KÖZGAZDASÁGI SZAKKÖZÉPISKOLA",370082,
10797,2013-01-01,3999-12-31,BABOS JÓZSEF TÉRSÉGI ÁLTALÁNOS ISKOLA FERTŐD,371209,
10797,2013-01-01,3999-12-31,HORVÁTH JÓZSEF ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,371287,
10797,2013-01-01,3999-12-31,DEÁK TÉRI ÁLTALÁNOS ISKOLA,371298,
10797,2013-01-01,3999-12-31,GÁRDONYI GÉZA ÁLTALÁNOS ISKOLA,371319,
10797,2013-01-01,3999-12-31,SOPRONI NÉMET NEMZETISÉGI ÁLTALÁNOS ISKOLA-DEUTSCHE NATIONALITATENSCHULE ÖDENBURG,371331,
10797,2013-01-01,3999-12-31,PETŐFI SÁNDOR ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,371342,
10797,2013-01-01,3999-12-31,LACKNER KRISTÓF ÁLTALÁNOS ISKOLA,371353,
10797,2013-01-01,3999-12-31,"KOZMUTZA FLÓRA EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY, ÁLTALÁNOS ISKOLA ÉS SPECIÁLIS SZAKISKOLA",371364,
10797,2013-01-01,3999-12-31,MÓRA FERENC ÁLTALÁNOS ISKOLA,371375,
10797,2013-01-01,3999-12-31,"HALLER JÁNOS ÁLTALÁNOS, SZAKKÖZÉP- ÉS SZAKISKOLA",371506,
10797,2013-01-01,3999-12-31,KOSSUTH LAJOS ÁLTALÁNOS ISKOLA GYARMAT,371573,
10797,2013-04-01,3999-12-31,"ÉLTES MÁTYÁS ÁLTALÁNOS ÉS SPECIÁLIS SZAKISKOLA, KOLLÉGIUM ÉS GYERMEKOTTHON",372163,
10797,2013-04-01,3999-12-31,"DR. MOLNÁR ISTVÁN ÓVODA, ÁLTALÁNOS ÉS SPECIÁLIS SZAKISKOLA, KOLLÉGIUM ÉS GYERMEKOTTHON",372174,
10797,2013-01-01,3999-12-31,"I. RÁKÓCZI GYÖRGY GIMNÁZIUM, SZAKKÖZÉPISKOLA ÉS KOLLÉGIUM",372284,
10797,2013-01-01,3999-12-31,"KARACS FERENC GIMNÁZIUM, SZAKKÖZÉPISKOLA, SZAKISKOLA ÉS KOLLÉGIUM",372295,
10797,2013-04-01,3999-12-31,HAJDÚ-BIHAR MEGYEI PEDAGÓGIAI SZAKSZOLGÁLAT ÉS PEDAGÓGIAI SZAKMAI SZOLGÁLTATÓ INTÉZET,372316,
10797,2013-01-01,3999-12-31,"KŐRÖSI CSOMA SÁNDOR GIMNÁZIUM, SZAKKÖZÉP-, SZAKKÉPZŐ ISKOLA ÉS KOLLÉGIUM",372723,
10797,2013-01-01,3999-12-31,GÖNCZY PÁL KÉTTANNYELVŰ ÁLTALÁNOS ISKOLA ÉS SPORTISKOLA,372778,
10797,2013-01-01,3999-12-31,THÖKÖLY IMRE KÉTTANNYELVŰ ÁLTALÁNOS ISKOLA,372789,
10797,2013-01-01,3999-12-31,BÁRDOS LAJOS ÁLTALÁNOS ISKOLA,372800,
10797,2013-01-01,3999-12-31,PÁVAI VAJNA FERENC ÁLTALÁNOS ISKOLA,372811,
10797,2013-01-01,3999-12-31,BOCSKAI ISTVÁN SZAKKÉPZŐ ISKOLA,372822,
10797,2013-01-01,3999-12-31,KÖZGAZDASÁGI SZAKKÖZÉPISKOLA,372833,
10797,2013-01-01,3999-12-31,HŐGYES ENDRE GIMNÁZIUM ÉS SZAKKÖZÉPISKOLA,372844,
10797,2013-01-01,3999-12-31,SZÉP ERNŐ KÖZÉPISKOLAI KOLLÉGIUM ÉS DIÁKSZÁLLÓ,372855,
10797,2013-01-01,3999-12-31,ARANY JÁNOS MAGYAR-ANGOL KÉTTANNYELVÜ ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,372899,
10797,2013-04-01,3999-12-31,KÓS KÁROLY MŰVÉSZETI SZAKKÖZÉPISKOLA ÉS KOLLÉGIUM,374947,
10797,2013-01-01,3999-12-31,BOCSKAI ISTVÁN GIMNÁZIUM,375076,
10797,2013-01-01,3999-12-31,VERESS FERENC SZAKKÉPZŐ ISKOLA,375087,
10797,2013-01-01,3999-12-31,SZÉCHENYI ISTVÁN MEZŐGAZDASÁGI SZAKKÉPZÖ ISKOLA ÉS KOLLÉGIUM,375098,
10797,2013-01-01,3999-12-31,"VERES PÉTER GIMNÁZIUM, SZAKKÖZÉPISKOLA ÉS SZAKKÉPZŐ",375120,
10797,2013-01-01,3999-12-31,BARSI DÉNES ÁLTALÁNOS ISKOLA,375636,
10797,2013-01-01,3999-12-31,"BOCSKAI ISTVÁN ÁLTALÁNOS ISKOLA, ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY ÉS EGYSÉGES PEDAGÓGIAI SZAKSZOLGÁLAT",375900,
10797,2013-01-01,3999-12-31,BOCSKAI ISTVÁN ÁLTALÁNOS ISKOLA,375999,
10797,2013-01-01,3999-12-31,BETHLEN GÁBOR ÁLTALÁNOS ISKOLA,376006,
10797,2013-01-01,3999-12-31,KÖZÉPKERTI ÁLTALÁNOS ISKOLA,376017,
10797,2013-01-01,3999-12-31,II. RÁKÓCZI FERENC ÁLTALÁNOS ISKOLA,376028,
10797,2013-01-01,3999-12-31,EÖTVÖS JÓZSEF ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,376039,
10797,2013-01-01,3999-12-31,MÓRA FERENC ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,376259,
10797,2013-01-01,3999-12-31,BOCSKAI ISTVÁN ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,376336,
10797,2013-01-01,3999-12-31,BALMAZÚJVÁROSI ÁLTALÁNOS ISKOLA,377014,
10797,2013-01-01,3999-12-31,"PETŐFI SÁNDOR KISTÉRSÉGI ÁLTALÁNOS ISKOLA, KOLLÉGIUM ÉS NEVELÉSI TANÁCSADÓ",377025,
10797,2013-01-01,3999-12-31,"PÜSPÖKLADÁNYI ÁLTALÁNOS ISKOLA ÉS SPECIÁLIS SZAKISKOLA, ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY, PEDAGÓGIAI SZAKSZOLGÁLAT",377036,
10797,2013-01-01,3999-12-31,VÁSÁRHELYI PÁL ÁLTALÁNOS ISKOLA,377058,
10797,2013-01-01,3999-12-31,JÓZSEF ATTILA GIMNÁZIUM ÉS SZAKKÉPZŐ ISKOLA,377069,
10797,2013-04-01,3999-12-31,"SZALAPARTI EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY, SZAKISKOLA ÉS DIÁKOTTHON",378088,
10797,2013-01-01,3999-12-31,"BORNEMISSZA GERGELY SZAKKÖZÉP-, SZAKISKOLA ÉS KOLLÉGIUM",378165,
10797,2013-04-01,3999-12-31,"JÓZSEF ATTILA SZAKKÖZÉPISKOLA, SZAKISKOLA ÉS KOLLÉGIUM",378187,
10797,2013-01-01,3999-12-31,"LŐRINCI MÁRCIUS 15. GIMNÁZIUM, SZAKKÉPZŐ ISKOLA ÉS  KOLLÉGIUM",378198,
10797,2013-01-01,3999-12-31,DOBÓ ISTVÁN GIMNÁZIUM,378219,
10797,2013-01-01,3999-12-31,"KOSSUTH ZSUZSANNA SZAKKÖZÉPISKOLA, SZAKISKOLA ÉS KOLLÉGIUM",378297,
10797,2013-04-01,3999-12-31,HEVES MEGYEI PEDAGÓGIAI SZAKMAI ÉS KÖZMŰVELŐDÉSI SZOLGÁLTATÓ INTÉZMÉNY,378462,
10797,2013-01-01,3999-12-31,"EGRI KERESKEDELMI,MEZŐGAZDASÁGI,VENDÉGLÁTÓIPARI SZAKKÖZÉP-, SZAKISKOLA ÉS KOLLÉGIUM",380920,
10797,2013-01-01,3999-12-31,SZILÁGYI ERZSÉBET GIMNÁZIUM ÉS KOLLÉGIUM,380953,
10797,2013-01-01,3999-12-31,BALASSI BÁLINT ÁLTALÁNOS ISKOLA ÉS ELŐKÉSZÍTŐ SZAKISKOLA,382078,
10797,2013-01-01,3999-12-31,PÁSZTORVÖLGYI ÁLTALÁNOS ISKOLA ÉS GIMNÁZIUM,382090,
10797,2013-01-01,3999-12-31,LENKEY JÁNOS ÁLTALÁNOS ISKOLA,382111,
10797,2013-01-01,3999-12-31,HUNYADI MÁTYÁS ÁLTALÁNOS ISKOLA,382133,
10797,2013-01-01,3999-12-31,KEMÉNY FERENC SPORTISKOLA ÉS ÁLTALÁNOS ISKOLA,382155,
10797,2013-01-01,3999-12-31,FARKAS FERENC ZENEISKOLA ALAPFOKÚ MŰVÉSZETI ISKOLA,382177,
10797,2013-01-01,3999-12-31,HUNYADI MÁTYÁS ÁLTALÁNOS ISKOLA ÉS ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,382506,
10797,2013-01-01,3999-12-31,ÁRPÁD GIMNÁZIUM,384708,
10797,2013-01-01,3999-12-31,PÁPAY JÓZSEF ÁLTALÁNOS ISKOLA,385574,
10797,2013-04-01,3999-12-31,"KOMÁROM-ESZTERGOM MEGYEI ÓVODA, ÁLTALÁNOS ISKOLA, SPECIÁLIS SZAKISKOLA, DIÁKOTTHON ÉS GYERMEKOTTHON",386922,
10797,2013-01-01,3999-12-31,BÁRDOS LÁSZLÓ GIMNÁZIUM,386955,
10797,2013-04-01,3999-12-31,KOMÁROM-ESZTERGOM MEGYEI SZÉCHENYI ISTVÁN KÖZGAZDASÁGI-INFORMATIKAI SZAKKÖZÉPISKOLA,387138,
10797,2013-01-01,3999-12-31,KOMÁROM VÁROS JÓKAI MÓR GIMNÁZIUM,387149,
10797,2013-04-01,3999-12-31,KOMÁROM-ESZTERGOM MEGYEI KULTSÁR ISTVÁN SZAKKÖZÉPISKOLA ÉS SZAKISKOLA,387150,
10797,2013-04-01,3999-12-31,"KOMÁROM-ESZTERGOM MEGYEI ALAPY GÁSPÁR SZAKISKOLA, SZAKKÖZÉPISKOLA ÉS KOLLÉGIUM",387161,
10797,2013-01-01,3999-12-31,HAMVAS BÉLA GIMNÁZIUM ÉS SZAKKÉPZŐ ISKOLA,387172,
10797,2013-01-01,3999-12-31,"BENEDEK ELEK EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY, ÁLTALÁNOS ISKOLA, ELŐKÉSZÍTŐ SPECIÁLIS SZAKISKOLA, KOLLÉGIUM ÉS NEVELÉSI TANÁCSADÓ",387776,
10797,2013-01-01,3999-12-31,VÁCI MIHÁLY ÁLTALÁNOS ISKOLA,387798,
10797,2013-01-01,3999-12-31,SÁRBERKI ÁLTALÁNOS ISKOLA,387820,
10797,2013-01-01,3999-12-31,ERKEL FERENC ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,387907,
10797,2013-04-01,3999-12-31,KOMÁROM-ESZTERGOM MEGYEI JÁVORKA SÁNDOR MEZŐGAZDASÁGI ÉS ÉLELMISZERIPARI SZAKKÖZÉPISKOLA ÉS SZAKISKOLA ÉS KOLLÉGIUM,388168,
10797,2013-04-01,3999-12-31,KOMÁROM-ESZTERGOM MEGYEI ZSIGMONDY VILMOS GIMNÁZIUM ÉS INFORMATIKAI SZAKKÖZÉPISKOLA,388267,
10797,2013-04-01,3999-12-31,DOBÓ KATALIN GIMNÁZIUM,388290,
10797,2013-04-01,3999-12-31,KOMÁROM-ESZTERGOM MEGYEI GÉZA FEJEDELEM IPARI SZAKKÉPZŐ ISKOLA,388300,
10797,2013-04-01,3999-12-31,"SZENT IMRE ÁLTALÁNOS ISKOLA, GIMNÁZIUM ÉS  SZAKKÖZÉPISKOLA",388322,
10797,2013-01-01,3999-12-31,"ÉLTES MÁTYÁS EGYSÉGES GYÓGYPEDAGÓGIAI MÓDSZERTANI INTÉZMÉNY, ÁLTALÁNOS ISKOLA, SPECIÁLIS SZAKISKOLA ÉS PEDAGÓGIAI SZAKSZOLGÁLAT",388421,
10797,2013-01-01,3999-12-31,HUNYADI MÁTYÁS ÁLTALÁNOS ISKOLA,388498,
10797,2013-01-01,3999-12-31,JÓZSEF ATTILA ÁLTALÁNOS ISKOLA,388508,
10797,2013-01-01,3999-12-31,III. BÉLA ÁLTALÁNOS ISKOLA,388618,
10797,2013-01-01,3999-12-31,BAKFARK BÁLINT ALAPFOKÚ MŰVÉSZETOKTATÁSI INTÉZMÉNY,388740,
10797,2013-01-01,3999-12-31,SZABOLCSI BENCE ALAPFOKÚ MŰVÉSZETI ISKOLA,388805,
10797,2013-04-01,3999-12-31,"KOMÁROM-ESZTERGOM MEGYEI ERKEL FERENC ALAPFOKÚ, MŰVÉSZETOKTATÁSI INTÉZMÉNY",388926,
10797,2013-01-01,3999-12-31,GRÓF SZÉCHENYI ISTVÁN KISTÉRSÉGI KÖZÖS FENNTARTÁSÚ ÁLTALÁNOS ISKOLA,389165,
10797,2013-01-01,3999-12-31,KOMÁROM-BÁBOLNA TÖBBCÉLÚ KISTÉRSÉGI TÁRSULÁS LOGOPÉDIAI ÉS GYÓGYTESTNEVELÉSI SZOLGÁLATA,389198,
10797,2013-01-01,3999-12-31,BLASKOVICH JÁNOS ÁLTALÁNOS ISKOLA TÁPIÓSZELE,392718,
10797,2013-04-01,3999-12-31,BEM JÓZSEF MŰSZAKI SZAKKÖZÉP- ÉS SZAKISKOLA,394712,
10797,2013-04-01,3999-12-31,TÖRÖK JÁNOS MEZŐGAZDASÁGI ÉS EGÉSZSÉGÜGYI SZAKKÉPZŐ ISKOLA,394723,
10797,2013-04-01,3999-12-31,KOSSUTH LAJOS GIMNÁZIUM,394745,
10797,2013-01-01,3999-12-31,KÓS KÁROLY SZAKKÉPZŐ ISKOLA,394921,
10797,2013-01-01,3999-12-31,VÖRÖSMARTY MIHÁLY GIMNÁZIUM,394932,
10797,2013-01-01,3999-12-31,TÖRÖK IGNÁC GIMNÁZIUM,395094,
10797,2013-04-01,3999-12-31,"MADÁCH IMRE SZAKKÖZÉPISKOLA, SZAKISKOLA ÉS KOLLÉGIUM",395104,
10797,2013-04-01,3999-12-31,MÓRICZ ZSIGMOND GIMNÁZIUM,395357,
10797,2013-04-01,3999-12-31,"KIRÁLY ENDRE IPARI SZAKKÖZÉPISKOLA,  SZAKISKOLA ÉS KOLLÉGIUM",395555,
10797,2013-01-01,3999-12-31,MADÁCH IMRE GIMNÁZIUM,395566,
10797,2013-01-01,3999-12-31,"BORONKAY GYÖRGY MŰSZAKI KÖZÉPISKOLA,  GIMNÁZIUM ÉS KOLLÉGIUM",395577,
