TZSAZON_ID,PIR,STATUSZ,VIZSGDATUM,VIZSGDATUMTOL,XMLDATUM
22453,658919,H,2013-11-15,2013-11-15,2013-11-16
22454,658920,H,2013-11-15,2013-11-15,2013-11-16
22455,658931,H,2013-11-15,2013-11-15,2013-11-16
22456,658942,H,2013-11-15,2013-11-15,2013-11-16
22457,658964,H,2013-11-15,2013-11-15,2013-11-16
22458,658975,H,2013-11-15,2013-11-15,2013-11-16
22459,658986,H,2013-11-15,2013-11-15,2013-11-16
2246,423517,H,2013-11-15,2013-11-15,2013-11-15
22460,658997,H,2013-11-15,2013-11-15,2013-11-16
22461,659004,H,2013-11-15,2013-11-15,2013-11-16
22462,659015,H,2013-11-15,2013-11-15,2013-11-16
22463,659037,H,2013-11-15,2013-11-15,2013-11-16
22464,659048,H,2013-11-15,2013-11-15,2013-11-16
22465,659071,H,2013-11-15,2013-11-15,2013-11-16
22466,659093,H,2013-11-15,2013-11-15,2013-11-16
22467,659103,H,2013-11-15,2013-11-15,2013-11-16
22468,659125,H,2013-11-15,2013-11-15,2013-11-16
22469,659158,H,2013-11-15,2013-11-15,2013-11-16
2247,423528,H,2013-11-15,2013-11-15,2013-11-15
22470,659170,H,2013-11-15,2013-11-15,2013-11-16
22471,659202,H,2013-11-15,2013-11-15,2013-11-16
22472,659246,H,2013-11-15,2013-11-15,2013-11-16
22473,659257,H,2013-11-15,2013-11-15,2013-11-16
22474,659268,H,2013-11-15,2013-11-15,2013-11-16
22475,659279,H,2013-11-15,2013-11-15,2013-11-16
22476,659280,H,2013-11-15,2013-11-15,2013-11-16
22477,659301,H,2013-11-15,2013-11-15,2013-11-16
22478,659312,H,2013-11-15,2013-11-15,2013-11-16
22479,659323,H,2013-11-15,2013-11-15,2013-11-16
2248,423539,H,2013-11-15,2013-11-15,2013-11-15
22480,659334,H,2013-11-15,2013-11-15,2013-11-16
22481,659356,H,2013-11-15,2013-11-15,2013-11-16
22482,659378,H,2013-11-15,2013-11-15,2013-11-16
22483,659389,H,2013-11-15,2013-11-15,2013-11-16
22484,659390,H,2013-11-15,2013-11-15,2013-11-16
22485,659400,H,2013-11-15,2013-11-15,2013-11-16
22486,659411,H,2013-11-15,2013-11-15,2013-11-16
22487,659422,H,2013-11-15,2013-11-15,2013-11-16
22488,659444,H,2013-11-15,2013-11-15,2013-11-16
22489,659488,H,2013-11-15,2013-11-15,2013-11-16
2249,423540,H,2013-11-15,2013-11-15,2013-11-15
22490,659499,H,2013-11-15,2013-11-15,2013-11-16
22491,659510,H,2013-11-15,2013-11-15,2013-11-16
22492,659554,H,2013-11-15,2013-11-15,2013-11-16
22493,659608,H,2013-11-15,2013-11-15,2013-11-16
22494,659619,H,2013-11-15,2013-11-15,2013-11-16
22495,659620,H,2013-11-15,2013-11-15,2013-11-16
22496,659631,H,2013-11-15,2013-11-15,2013-11-16
22497,659653,H,2013-11-15,2013-11-15,2013-11-16
22498,659675,H,2013-11-15,2013-11-15,2013-11-16
22499,659686,H,2013-11-15,2013-11-15,2013-11-16
225,330684,H,2013-11-15,2013-11-15,2013-11-15
2250,423551,H,2013-11-15,2013-11-15,2013-11-15
22500,659697,H,2013-11-15,2013-11-15,2013-11-16
22501,659707,H,2013-11-15,2013-11-15,2013-11-16
22502,659718,H,2013-11-15,2013-11-15,2013-11-16
22503,659729,H,2013-11-15,2013-11-15,2013-11-16
22504,659741,H,2013-11-15,2013-11-15,2013-11-16
22505,659752,H,2013-11-15,2013-11-15,2013-11-16
22506,659763,H,2013-11-15,2013-11-15,2013-11-16
22507,659774,H,2013-11-15,2013-11-15,2013-11-16
22508,659796,H,2013-11-15,2013-11-15,2013-11-16
22509,659851,H,2013-11-15,2013-11-15,2013-11-16
2251,423562,H,2013-11-15,2013-11-15,2013-11-15
22510,659862,H,2013-11-15,2013-11-15,2013-11-16
22511,659895,H,2013-11-15,2013-11-15,2013-11-16
22512,659905,H,2013-11-15,2013-11-15,2013-11-16
22513,659927,H,2013-11-15,2013-11-15,2013-11-16
22514,659938,H,2013-11-15,2013-11-15,2013-11-16
22515,659961,H,2013-11-15,2013-11-15,2013-11-16
22516,659994,H,2013-11-15,2013-11-15,2013-11-16
22517,660004,H,2013-11-15,2013-11-15,2013-11-16
22518,660015,H,2013-11-15,2013-11-15,2013-11-16
22519,660037,H,2013-11-15,2013-11-15,2013-11-16
2252,423573,H,2013-11-15,2013-11-15,2013-11-15
22520,660048,H,2013-11-15,2013-11-15,2013-11-16
22521,660071,H,2013-11-15,2013-11-15,2013-11-16
22522,660082,H,2013-11-15,2013-11-15,2013-11-16
22523,660147,H,2013-11-15,2013-11-15,2013-11-16
22524,660158,H,2013-11-15,2013-11-15,2013-11-16
22525,660181,H,2013-11-15,2013-11-15,2013-11-16
22526,660192,H,2013-11-15,2013-11-15,2013-11-16
22527,660202,H,2013-11-15,2013-11-15,2013-11-16
22528,660213,H,2013-11-15,2013-11-15,2013-11-16
22529,660224,H,2013-11-15,2013-11-15,2013-11-16
2253,423584,H,2013-11-15,2013-11-15,2013-11-15
22530,660235,H,2013-11-15,2013-11-15,2013-11-16
22531,660246,H,2013-11-15,2013-11-15,2013-11-16
22532,660257,H,2013-11-15,2013-11-15,2013-11-16
22533,660280,H,2013-11-15,2013-11-15,2013-11-16
22534,660291,H,2013-11-15,2013-11-15,2013-11-16
22535,660301,H,2013-11-15,2013-11-15,2013-11-16
22536,660312,H,2013-11-15,2013-11-15,2013-11-16
22537,660323,H,2013-11-15,2013-11-15,2013-11-16
22538,660334,H,2013-11-15,2013-11-15,2013-11-16
22539,660345,H,2013-11-15,2013-11-15,2013-11-16
2254,423595,H,2013-11-15,2013-11-15,2013-11-15
22540,660356,H,2013-11-15,2013-11-15,2013-11-16
22541,660390,H,2013-11-15,2013-11-15,2013-11-16
22542,660433,H,2013-11-15,2013-11-15,2013-11-16
22543,660444,H,2013-11-15,2013-11-15,2013-11-16
22544,660455,H,2013-11-15,2013-11-15,2013-11-16
22545,660466,H,2013-11-15,2013-11-15,2013-11-16
22546,660488,H,2013-11-15,2013-11-15,2013-11-16
22547,660499,H,2013-11-15,2013-11-15,2013-11-16
22548,660509,H,2013-11-15,2013-11-15,2013-11-16
22549,660510,H,2013-11-15,2013-11-15,2013-11-16
2255,423605,H,2013-11-15,2013-11-15,2013-11-15
22550,660565,H,2013-11-15,2013-11-15,2013-11-16
22551,660576,H,2013-11-15,2013-11-15,2013-11-16
22552,660587,H,2013-11-15,2013-11-15,2013-11-16
22553,660598,H,2013-11-15,2013-11-15,2013-11-16
22554,660608,H,2013-11-15,2013-11-15,2013-11-16
22555,660619,H,2013-11-15,2013-11-15,2013-11-16
22556,660620,H,2013-11-15,2013-11-15,2013-11-16
22557,660653,H,2013-11-15,2013-11-15,2013-11-16
22558,660664,H,2013-11-15,2013-11-15,2013-11-16
22559,660675,H,2013-11-15,2013-11-15,2013-11-16
2256,423616,H,2013-11-15,2013-11-15,2013-11-15
22560,660707,H,2013-11-15,2013-11-15,2013-11-16
22561,660752,H,2013-11-15,2013-11-15,2013-11-16
22562,660774,H,2013-11-15,2013-11-15,2013-11-16
22563,660785,H,2013-11-15,2013-11-15,2013-11-16
22564,660828,H,2013-11-15,2013-11-15,2013-11-16
22565,660840,H,2013-11-15,2013-11-15,2013-11-16
22566,660884,H,2013-11-15,2013-11-15,2013-11-16
22567,660938,H,2013-11-15,2013-11-15,2013-11-16
22568,660949,H,2013-11-15,2013-11-15,2013-11-16
22569,660950,H,2013-11-15,2013-11-15,2013-11-16
2257,423627,H,2013-11-15,2013-11-15,2013-11-15
22570,660994,H,2013-11-15,2013-11-15,2013-11-16
22571,661001,H,2013-11-15,2013-11-15,2013-11-16
22572,661067,H,2013-11-15,2013-11-15,2013-11-16
22573,661089,H,2013-11-15,2013-11-15,2013-11-16
22574,661090,H,2013-11-15,2013-11-15,2013-11-16
22575,661100,H,2013-11-15,2013-11-15,2013-11-16
22576,661111,H,2013-11-15,2013-11-15,2013-11-16
22577,661166,H,2013-11-15,2013-11-15,2013-11-16
22578,661199,H,2013-11-15,2013-11-15,2013-11-16
22579,661210,H,2013-11-15,2013-11-15,2013-11-16
2258,423638,H,2013-11-15,2013-11-15,2013-11-15
22580,661221,H,2013-11-15,2013-11-15,2013-11-16
22581,661243,H,2013-11-15,2013-11-15,2013-11-16
22582,661254,H,2013-11-15,2013-11-15,2013-11-16
22583,661298,H,2013-11-15,2013-11-15,2013-11-16
22584,661308,H,2013-11-15,2013-11-15,2013-11-16
22585,661319,H,2013-11-15,2013-11-15,2013-11-16
22586,661375,H,2013-11-15,2013-11-15,2013-11-16
22587,661386,H,2013-11-15,2013-11-15,2013-11-16
22588,661397,H,2013-11-15,2013-11-15,2013-11-16
22589,661407,H,2013-11-15,2013-11-15,2013-11-16
2259,423649,H,2013-11-15,2013-11-15,2013-11-15
22590,661418,H,2013-11-15,2013-11-15,2013-11-16
22591,661429,H,2013-11-15,2013-11-15,2013-11-16
22592,661430,H,2013-11-15,2013-11-15,2013-11-16
22593,661506,H,2013-11-15,2013-11-15,2013-11-16
22594,661551,H,2013-11-15,2013-11-15,2013-11-16
22595,661584,H,2013-11-15,2013-11-15,2013-11-16
22596,661627,H,2013-11-15,2013-11-15,2013-11-16
22597,661638,H,2013-11-15,2013-11-15,2013-11-16
22598,661649,H,2013-11-15,2013-11-15,2013-11-16
22599,661650,H,2013-11-15,2013-11-15,2013-11-16
226,330695,H,2013-11-15,2013-11-15,2013-11-15
2260,423650,H,2013-11-15,2013-11-15,2013-11-15
22600,661661,H,2013-11-15,2013-11-15,2013-11-16
22601,661694,H,2013-11-15,2013-11-15,2013-11-16
22602,661704,H,2013-11-15,2013-11-15,2013-11-16
22603,661715,H,2013-11-15,2013-11-15,2013-11-16
22604,661726,H,2013-11-15,2013-11-15,2013-11-16
22605,661737,H,2013-11-15,2013-11-15,2013-11-16
22606,661748,H,2013-11-15,2013-11-15,2013-11-16
22607,661782,H,2013-11-15,2013-11-15,2013-11-16
22608,661814,H,2013-11-15,2013-11-15,2013-11-16
22609,661836,H,2013-11-15,2013-11-15,2013-11-16
2261,423672,H,2013-11-15,2013-11-15,2013-11-15
22610,661847,H,2013-11-15,2013-11-15,2013-11-16
22611,661858,H,2013-11-15,2013-11-15,2013-11-16
22612,661870,H,2013-11-15,2013-11-15,2013-11-16
22613,661881,H,2013-11-15,2013-11-15,2013-11-16
22614,661902,H,2013-11-15,2013-11-15,2013-11-16
22615,661924,H,2013-11-15,2013-11-15,2013-11-16
22616,661935,H,2013-11-15,2013-11-15,2013-11-16
22617,661946,H,2013-11-15,2013-11-15,2013-11-16
22618,661957,H,2013-11-15,2013-11-15,2013-11-16
22619,661979,H,2013-11-15,2013-11-15,2013-11-16
2262,423683,H,2013-11-15,2013-11-15,2013-11-15
22620,662019,H,2013-11-15,2013-11-15,2013-11-16
22621,662075,H,2013-11-15,2013-11-15,2013-11-16
22622,662118,H,2013-11-15,2013-11-15,2013-11-16
22623,662163,H,2013-11-15,2013-11-15,2013-11-16
22624,662185,H,2013-11-15,2013-11-15,2013-11-16
22625,662228,H,2013-11-15,2013-11-15,2013-11-16
22626,662240,H,2013-11-15,2013-11-15,2013-11-16
22627,662251,H,2013-11-15,2013-11-15,2013-11-16
22628,662273,H,2013-11-15,2013-11-15,2013-11-16
22629,662316,H,2013-11-15,2013-11-15,2013-11-16
2263,423694,H,2013-11-15,2013-11-15,2013-11-15
22630,662327,H,2013-11-15,2013-11-15,2013-11-16
22631,662338,H,2013-11-15,2013-11-15,2013-11-16
22632,662372,H,2013-11-15,2013-11-15,2013-11-16
22633,662394,H,2013-11-15,2013-11-15,2013-11-16
22634,662415,H,2013-11-15,2013-11-15,2013-11-16
22635,662437,H,2013-11-15,2013-11-15,2013-11-16
22636,662460,H,2013-11-15,2013-11-15,2013-11-16
22637,662514,H,2013-11-15,2013-11-15,2013-11-16
22638,662536,H,2013-11-15,2013-11-15,2013-11-16
22639,662547,H,2013-11-15,2013-11-15,2013-11-16
2264,423704,H,2013-11-15,2013-11-15,2013-11-15
22640,662558,H,2013-11-15,2013-11-15,2013-11-16
22641,662569,H,2013-11-15,2013-11-15,2013-11-16
22642,662570,H,2013-11-15,2013-11-15,2013-11-16
22643,662581,H,2013-11-15,2013-11-15,2013-11-16
22644,662613,H,2013-11-15,2013-11-15,2013-11-16
22645,662624,H,2013-11-15,2013-11-15,2013-11-16
22646,662679,H,2013-11-15,2013-11-15,2013-11-16
22647,662745,H,2013-11-15,2013-11-15,2013-11-16
22648,662866,H,2013-11-15,2013-11-15,2013-11-16
22649,662888,H,2013-11-15,2013-11-15,2013-11-16
2265,423737,H,2013-11-15,2013-11-15,2013-11-15
22650,662921,H,2013-11-15,2013-11-15,2013-11-16
22651,662943,H,2013-11-15,2013-11-15,2013-11-16
22652,663027,H,2013-11-15,2013-11-15,2013-11-16
22653,663050,H,2013-11-15,2013-11-15,2013-11-16
22654,663104,H,2013-11-15,2013-11-15,2013-11-16
22655,663160,H,2013-11-15,2013-11-15,2013-11-16
22656,663214,H,2013-11-15,2013-11-15,2013-11-16
22657,663225,H,2013-11-15,2013-11-15,2013-11-16
22658,663247,H,2013-11-15,2013-11-15,2013-11-16
22659,663269,H,2013-11-15,2013-11-15,2013-11-16
2266,423748,H,2013-11-15,2013-11-15,2013-11-15
22660,663270,H,2013-11-15,2013-11-15,2013-11-16
22661,663292,H,2013-11-15,2013-11-15,2013-11-16
22662,663302,H,2013-11-15,2013-11-15,2013-11-16
22663,663335,H,2013-11-15,2013-11-15,2013-11-16
22664,663379,H,2013-11-15,2013-11-15,2013-11-16
22665,663380,H,2013-11-15,2013-11-15,2013-11-16
22666,663391,H,2013-11-15,2013-11-15,2013-11-16
22667,663401,H,2013-11-15,2013-11-15,2013-11-16
22668,663434,H,2013-11-15,2013-11-15,2013-11-16
22669,663490,H,2013-11-15,2013-11-15,2013-11-16
2267,423759,H,2013-11-15,2013-11-15,2013-11-15
22670,663511,H,2013-11-15,2013-11-15,2013-11-16
22671,663720,H,2013-11-15,2013-11-15,2013-11-16
22672,663786,H,2013-11-15,2013-11-15,2013-11-16
22673,663807,H,2013-11-15,2013-11-15,2013-11-16
22674,663852,H,2013-11-15,2013-11-15,2013-11-16
22675,663874,H,2013-11-15,2013-11-15,2013-11-16
22676,663885,H,2013-11-15,2013-11-15,2013-11-16
22677,663896,H,2013-11-15,2013-11-15,2013-11-16
22678,663906,H,2013-11-15,2013-11-15,2013-11-16
22679,663928,H,2013-11-15,2013-11-15,2013-11-16
2268,423760,H,2013-11-15,2013-11-15,2013-11-15
22680,663940,H,2013-11-15,2013-11-15,2013-11-16
22681,663995,H,2013-11-15,2013-11-15,2013-11-16
22682,664002,H,2013-11-15,2013-11-15,2013-11-16
22683,664013,H,2013-11-15,2013-11-15,2013-11-16
22684,664024,H,2013-11-15,2013-11-15,2013-11-16
22685,664046,H,2013-11-15,2013-11-15,2013-11-16
22686,664057,H,2013-11-15,2013-11-15,2013-11-16
22687,664112,H,2013-11-15,2013-11-15,2013-11-16
22688,664134,H,2013-11-15,2013-11-15,2013-11-16
22689,664190,H,2013-11-15,2013-11-15,2013-11-16
2269,423771,H,2013-11-15,2013-11-15,2013-11-15
22690,664233,H,2013-11-15,2013-11-15,2013-11-16
22691,664255,H,2013-11-15,2013-11-15,2013-11-16
22692,664299,H,2013-11-15,2013-11-15,2013-11-16
22693,664310,H,2013-11-15,2013-11-15,2013-11-16
22694,664332,H,2013-11-15,2013-11-15,2013-11-16
22695,664354,H,2013-11-15,2013-11-15,2013-11-16
22696,664376,H,2013-11-15,2013-11-15,2013-11-16
22697,664420,H,2013-11-15,2013-11-15,2013-11-16
22698,664464,H,2013-11-15,2013-11-15,2013-11-16
22699,664475,H,2013-11-15,2013-11-15,2013-11-16
227,330705,H,2013-11-15,2013-11-15,2013-11-15
2270,423793,H,2013-11-15,2013-11-15,2013-11-15
22700,664497,H,2013-11-15,2013-11-15,2013-11-16
22701,664529,H,2013-11-15,2013-11-15,2013-11-16
22702,664563,H,2013-11-15,2013-11-15,2013-11-16
22703,664574,H,2013-11-15,2013-11-15,2013-11-16
22704,664651,H,2013-11-15,2013-11-15,2013-11-16
22705,664716,H,2013-11-15,2013-11-15,2013-11-16
22706,664727,H,2013-11-15,2013-11-15,2013-11-16
22707,664738,H,2013-11-15,2013-11-15,2013-11-16
22708,664750,H,2013-11-15,2013-11-15,2013-11-16
22709,664761,H,2013-11-15,2013-11-15,2013-11-16
2271,423803,H,2013-11-15,2013-11-15,2013-11-15
22710,664772,H,2013-11-15,2013-11-15,2013-11-16
22711,664783,H,2013-11-15,2013-11-15,2013-11-16
22712,664794,H,2013-11-15,2013-11-15,2013-11-16
22713,664815,H,2013-11-15,2013-11-15,2013-11-16
22714,664837,H,2013-11-15,2013-11-15,2013-11-16
22715,664848,H,2013-11-15,2013-11-15,2013-11-16
22716,664859,H,2013-11-15,2013-11-15,2013-11-16
22717,664860,H,2013-11-15,2013-11-15,2013-11-16
22718,664882,H,2013-11-15,2013-11-15,2013-11-16
22719,664903,H,2013-11-15,2013-11-15,2013-11-16
2272,423814,H,2013-11-15,2013-11-15,2013-11-15
22720,664925,H,2013-11-15,2013-11-15,2013-11-16
22721,664936,H,2013-11-15,2013-11-15,2013-11-16
22722,664969,H,2013-11-15,2013-11-15,2013-11-16
22723,665009,H,2013-11-15,2013-11-15,2013-11-16
22724,665010,H,2013-11-15,2013-11-15,2013-11-16
22725,665021,H,2013-11-15,2013-11-15,2013-11-16
22726,665043,H,2013-11-15,2013-11-15,2013-11-16
22727,665054,H,2013-11-15,2013-11-15,2013-11-16
22728,665108,H,2013-11-15,2013-11-15,2013-11-16
22729,665119,H,2013-11-15,2013-11-15,2013-11-16
2273,423825,H,2013-11-15,2013-11-15,2013-11-15
22730,665131,H,2013-11-15,2013-11-15,2013-11-16
22731,665153,H,2013-11-15,2013-11-15,2013-11-16
22732,665164,H,2013-11-15,2013-11-15,2013-11-16
22733,665175,H,2013-11-15,2013-11-15,2013-11-16
22734,665186,H,2013-11-15,2013-11-15,2013-11-16
22735,665197,H,2013-11-15,2013-11-15,2013-11-16
22736,665229,H,2013-11-15,2013-11-15,2013-11-16
22737,665241,H,2013-11-15,2013-11-15,2013-11-16
22738,665252,H,2013-11-15,2013-11-15,2013-11-16
22739,665263,H,2013-11-15,2013-11-15,2013-11-16
2274,423836,H,2013-11-15,2013-11-15,2013-11-15
22740,665296,H,2013-11-15,2013-11-15,2013-11-16
22741,665306,H,2013-11-15,2013-11-15,2013-11-16
22742,665317,H,2013-11-15,2013-11-15,2013-11-16
22743,665328,H,2013-11-15,2013-11-15,2013-11-16
22744,665351,H,2013-11-15,2013-11-15,2013-11-16
22745,665362,H,2013-11-15,2013-11-15,2013-11-16
22746,665373,H,2013-11-15,2013-11-15,2013-11-16
22747,665384,H,2013-11-15,2013-11-15,2013-11-16
22748,665395,H,2013-11-15,2013-11-15,2013-11-16
22749,665438,H,2013-11-15,2013-11-15,2013-11-16
2275,423847,H,2013-11-15,2013-11-15,2013-11-15
22750,665461,H,2013-11-15,2013-11-15,2013-11-16
22751,665494,H,2013-11-15,2013-11-15,2013-11-16
22752,665504,H,2013-11-15,2013-11-15,2013-11-16
22753,665526,H,2013-11-15,2013-11-15,2013-11-16
22754,665537,H,2013-11-15,2013-11-15,2013-11-16
22755,665548,H,2013-11-15,2013-11-15,2013-11-16
22756,665559,H,2013-11-15,2013-11-15,2013-11-16
22757,665625,H,2013-11-15,2013-11-15,2013-11-16
22758,665636,H,2013-11-15,2013-11-15,2013-11-16
22759,665647,H,2013-11-15,2013-11-15,2013-11-16
2276,423858,H,2013-11-15,2013-11-15,2013-11-15
22760,665658,H,2013-11-15,2013-11-15,2013-11-16
22761,665669,H,2013-11-15,2013-11-15,2013-11-16
22762,665670,H,2013-11-15,2013-11-15,2013-11-16
22763,665681,H,2013-11-15,2013-11-15,2013-11-16
22764,665713,H,2013-11-15,2013-11-15,2013-11-16
22765,665724,H,2013-11-15,2013-11-15,2013-11-16
22766,665735,H,2013-11-15,2013-11-15,2013-11-16
22767,665757,H,2013-11-15,2013-11-15,2013-11-16
22768,665768,H,2013-11-15,2013-11-15,2013-11-16
22769,665779,H,2013-11-15,2013-11-15,2013-11-16
2277,423869,H,2013-11-15,2013-11-15,2013-11-15
22770,665780,H,2013-11-15,2013-11-15,2013-11-16
22771,665812,H,2013-11-15,2013-11-15,2013-11-16
22772,665823,H,2013-11-15,2013-11-15,2013-11-16
22773,665845,H,2013-11-15,2013-11-15,2013-11-16
22774,665856,H,2013-11-15,2013-11-15,2013-11-16
22775,665878,H,2013-11-15,2013-11-15,2013-11-16
22776,665889,H,2013-11-15,2013-11-15,2013-11-16
22777,665900,H,2013-11-15,2013-11-15,2013-11-16
22778,665911,H,2013-11-15,2013-11-15,2013-11-16
22779,665933,H,2013-11-15,2013-11-15,2013-11-16
2278,423870,H,2013-11-15,2013-11-15,2013-11-15
22780,665944,H,2013-11-15,2013-11-15,2013-11-16
22781,665966,H,2013-11-15,2013-11-15,2013-11-16
22782,666017,H,2013-11-15,2013-11-15,2013-11-16
22783,666039,H,2013-11-15,2013-11-15,2013-11-16
22784,666051,H,2013-11-15,2013-11-15,2013-11-16
22785,666062,H,2013-11-15,2013-11-15,2013-11-16
22786,666084,H,2013-11-15,2013-11-15,2013-11-16
22787,666105,H,2013-11-15,2013-11-15,2013-11-16
22788,666127,H,2013-11-15,2013-11-15,2013-11-16
22789,666138,H,2013-11-15,2013-11-15,2013-11-16
2279,423881,H,2013-11-15,2013-11-15,2013-11-15
22790,666183,H,2013-11-15,2013-11-15,2013-11-16
22791,666194,H,2013-11-15,2013-11-15,2013-11-16
22792,666204,H,2013-11-15,2013-11-15,2013-11-16
22793,666215,H,2013-11-15,2013-11-15,2013-11-16
22794,666259,H,2013-11-15,2013-11-15,2013-11-16
22795,666271,H,2013-11-15,2013-11-15,2013-11-16
22796,666282,H,2013-11-15,2013-11-15,2013-11-16
22797,666314,H,2013-11-15,2013-11-15,2013-11-16
22798,666347,H,2013-11-15,2013-11-15,2013-11-16
22799,666358,H,2013-11-15,2013-11-15,2013-11-16
228,330716,H,2013-11-15,2013-11-15,2013-11-15
2280,423892,H,2013-11-15,2013-11-15,2013-11-15
22800,666370,H,2013-11-15,2013-11-15,2013-11-16
22801,666424,H,2013-11-15,2013-11-15,2013-11-16
22802,666435,H,2013-11-15,2013-11-15,2013-11-16
22803,666457,H,2013-11-15,2013-11-15,2013-11-16
22804,666468,H,2013-11-15,2013-11-15,2013-11-16
22805,666491,H,2013-11-15,2013-11-15,2013-11-16
22806,666545,H,2013-11-15,2013-11-15,2013-11-16
22807,666600,H,2013-11-15,2013-11-15,2013-11-16
22808,666611,H,2013-11-15,2013-11-15,2013-11-16
22809,666622,H,2013-11-15,2013-11-15,2013-11-16
2281,423902,H,2013-11-15,2013-11-15,2013-11-15
22810,666633,H,2013-11-15,2013-11-15,2013-11-16
22811,666644,H,2013-11-15,2013-11-15,2013-11-16
22812,666666,H,2013-11-15,2013-11-15,2013-11-16
22813,666677,H,2013-11-15,2013-11-15,2013-11-16
22814,666709,H,2013-11-15,2013-11-15,2013-11-16
22815,666721,H,2013-11-15,2013-11-15,2013-11-16
22816,666732,H,2013-11-15,2013-11-15,2013-11-16
22817,666765,H,2013-11-15,2013-11-15,2013-11-16
22818,666819,H,2013-11-15,2013-11-15,2013-11-16
22819,666831,H,2013-11-15,2013-11-15,2013-11-16
2282,423913,H,2013-11-15,2013-11-15,2013-11-15
22820,666929,H,2013-11-15,2013-11-15,2013-11-16
22821,666930,H,2013-11-15,2013-11-15,2013-11-16
22822,666941,H,2013-11-15,2013-11-15,2013-11-16
22823,666952,H,2013-11-15,2013-11-15,2013-11-16
22824,666963,H,2013-11-15,2013-11-15,2013-11-16
22825,666974,H,2013-11-15,2013-11-15,2013-11-16
22826,666985,H,2013-11-15,2013-11-15,2013-11-16
22827,667003,H,2013-11-15,2013-11-15,2013-11-16
22828,667014,H,2013-11-15,2013-11-15,2013-11-16
22829,667025,H,2013-11-15,2013-11-15,2013-11-16
2283,423924,H,2013-11-15,2013-11-15,2013-11-15
22830,667036,H,2013-11-15,2013-11-15,2013-11-16
22831,667047,H,2013-11-15,2013-11-15,2013-11-16
22832,667058,H,2013-11-15,2013-11-15,2013-11-16
22833,667069,H,2013-11-15,2013-11-15,2013-11-16
22834,667081,H,2013-11-15,2013-11-15,2013-11-16
22835,667092,H,2013-11-15,2013-11-15,2013-11-16
22836,667102,H,2013-11-15,2013-11-15,2013-11-16
22837,667113,H,2013-11-15,2013-11-15,2013-11-16
22838,667124,H,2013-11-15,2013-11-15,2013-11-16
22839,667135,H,2013-11-15,2013-11-15,2013-11-16
2284,423935,H,2013-11-15,2013-11-15,2013-11-15
22840,667146,H,2013-11-15,2013-11-15,2013-11-16
22841,667157,H,2013-11-15,2013-11-15,2013-11-16
22842,667168,H,2013-11-15,2013-11-15,2013-11-16
22843,667179,H,2013-11-15,2013-11-15,2013-11-16
22844,667180,H,2013-11-15,2013-11-15,2013-11-16
22845,667245,H,2013-11-15,2013-11-15,2013-11-16
22846,667256,H,2013-11-15,2013-11-15,2013-11-16
22847,667300,H,2013-11-15,2013-11-15,2013-11-16
22848,667322,H,2013-11-15,2013-11-15,2013-11-16
22849,667344,H,2013-11-15,2013-11-15,2013-11-16
2285,423946,H,2013-11-15,2013-11-15,2013-11-15
22850,667355,H,2013-11-15,2013-11-15,2013-11-16
22851,667377,H,2013-11-15,2013-11-15,2013-11-16
22852,667410,H,2013-11-15,2013-11-15,2013-11-16
22853,667421,H,2013-11-15,2013-11-15,2013-11-16
22854,667498,H,2013-11-15,2013-11-15,2013-11-16
22855,667597,H,2013-11-15,2013-11-15,2013-11-16
22856,667607,H,2013-11-15,2013-11-15,2013-11-16
22857,667618,H,2013-11-15,2013-11-15,2013-11-16
22858,667629,H,2013-11-15,2013-11-15,2013-11-16
22859,667630,H,2013-11-15,2013-11-15,2013-11-16
2286,423957,H,2013-11-15,2013-11-15,2013-11-15
22860,667641,H,2013-11-15,2013-11-15,2013-11-16
22861,667652,H,2013-11-15,2013-11-15,2013-11-16
22862,667663,H,2013-11-15,2013-11-15,2013-11-16
22863,667674,H,2013-11-15,2013-11-15,2013-11-16
22864,667685,H,2013-11-15,2013-11-15,2013-11-16
22865,667706,H,2013-11-15,2013-11-15,2013-11-16
22866,667717,H,2013-11-15,2013-11-15,2013-11-16
22867,667728,H,2013-11-15,2013-11-15,2013-11-16
22868,667751,H,2013-11-15,2013-11-15,2013-11-16
22869,667773,H,2013-11-15,2013-11-15,2013-11-16
2287,423968,H,2013-11-15,2013-11-15,2013-11-15
22870,667838,H,2013-11-15,2013-11-15,2013-11-16
22871,667915,H,2013-11-15,2013-11-15,2013-11-16
22872,667948,H,2013-11-15,2013-11-15,2013-11-16
22873,667960,H,2013-11-15,2013-11-15,2013-11-16
22874,667971,H,2013-11-15,2013-11-15,2013-11-16
22875,667993,H,2013-11-15,2013-11-15,2013-11-16
22876,668011,H,2013-11-15,2013-11-15,2013-11-16
22877,668044,H,2013-11-15,2013-11-15,2013-11-16
22878,668066,H,2013-11-15,2013-11-15,2013-11-16
22879,668077,H,2013-11-15,2013-11-15,2013-11-16
2288,423979,H,2013-11-15,2013-11-15,2013-11-15
22880,668109,H,2013-11-15,2013-11-15,2013-11-16
22881,668132,H,2013-11-15,2013-11-15,2013-11-16
22882,668154,H,2013-11-15,2013-11-15,2013-11-16
22883,668165,H,2013-11-15,2013-11-15,2013-11-16
22884,668176,H,2013-11-15,2013-11-15,2013-11-16
22885,668198,H,2013-11-15,2013-11-15,2013-11-16
22886,668220,H,2013-11-15,2013-11-15,2013-11-16
